id,nombre
eab033cb-4d15-4c2d-afb6-ba78a379759c,ACTIVO
ca27b709-c22b-49a9-bae8-e3cde34194f4,DEUDOR
e52ae73f-2811-4e98-a69a-3f03cd27c2b2,INACTIVO
f89cf450-69fe-4b33-8cc0-1b39142f6cf3,BAJA
