id,nombre
1807b271-5872-4356-9ac9-551266e6973f,Club
7faac0ab-5398-42e4-aab9-54b7a0ce9289,Gimnasio
fcc63257-3837-45b5-990e-b80e579fdb8e,Instituto de Danza
a6896feb-2490-4a92-aebc-7932bdd24081,Otros
